Associated_Codes,Cash_Discount_Price_Price,DeIdentified_Max_Allowed,Deidentified_Min_Allowed,description,Gross_Charge,iobSelection,payer,Payer_Allowed_Amount
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),55.5400
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Behavioral Health Managed Care,N/A
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Dual Complete Managed Care,N/A
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Exclusive Provider Organization (EPO),14.4900
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Health Maintenance Organization,15.3800
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Indemnity Insurance,21.7100
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Medicaid,10.5600
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Medicare Advantage,10.5600
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Point of Service (POS),14.4900
80053,55.5900,55.6300,6.8600,Lab Test - Comprehensive Metabolic Panel,158.8400,Outpatient,United Healthcare Preferred Provider Organization (PPO),18.1200
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Health Maintenance Organization,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Indemnity Insurance,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Medicaid,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Point of Service (POS),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Anthem BCBS Indemnity Insurance,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Anthem BCBS Medicaid,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Anthem BCBS Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Anthem BCBS Point of Service (POS),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Cigna Health Maintenance Organization,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Cigna Indemnity Insurance,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Cigna Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Cigna Point of Service (POS),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Colorado Access Medicaid,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Denver Health Medical Plan Health Maintenance Organization,71.2500
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Denver Health Medical Plan Medicare Advantage,175.4000
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Humana Health Maintenance Organization,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Humana Medicaid,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Humana Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Humana Point of Service (POS),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Humana Preferred Provider Organization (PPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,PacifiCare of Colorado Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),341.6000
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Behavioral Health Managed Care,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Dual Complete Managed Care,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Health Maintenance Organization,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Indemnity Insurance,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Medicaid,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Medicare Advantage,N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Point of Service (POS),N/A
81210,328.8000,341.6000,71.2500,Lab Test - Analysis of BRAF Gene for Specific Variants,939.4300,Outpatient,United Healthcare Preferred Provider Organization (PPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Indemnity Insurance,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Medicaid,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Point of Service (POS),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Anthem BCBS Indemnity Insurance,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Anthem BCBS Medicaid,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Anthem BCBS Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Anthem BCBS Point of Service (POS),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Cigna Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Cigna Indemnity Insurance,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Cigna Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Cigna Point of Service (POS),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Colorado Access Medicaid,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Denver Health Medical Plan Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Denver Health Medical Plan Medicare Advantage,324.5800
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Humana Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Humana Medicaid,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Humana Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Humana Point of Service (POS),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Humana Preferred Provider Organization (PPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,PacifiCare of Colorado Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Behavioral Health Managed Care,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Dual Complete Managed Care,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Health Maintenance Organization,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Indemnity Insurance,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Medicaid,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Medicare Advantage,N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Point of Service (POS),N/A
81235,132.0900,324.5800,324.5800,Lab Test - Analysis of EGFR Gene for Common Variants,377.4000,Outpatient,United Healthcare Preferred Provider Organization (PPO),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Health Maintenance Organization,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Indemnity Insurance,5.5700
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Medicaid,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Point of Service (POS),5.5700
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Aetna Preferred Provider Organization (PPO),5.6800
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Anthem BCBS Indemnity Insurance,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Anthem BCBS Medicaid,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Anthem BCBS Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Anthem BCBS Point of Service (POS),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),19.3900
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Cigna Health Maintenance Organization,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Cigna Indemnity Insurance,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Cigna Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Cigna Point of Service (POS),3.8800
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Colorado Access Medicaid,4.3800
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Denver Health Medical Plan Health Maintenance Organization,5.8800
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Denver Health Medical Plan Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Humana Health Maintenance Organization,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Humana Medicaid,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Humana Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Humana Point of Service (POS),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Humana Preferred Provider Organization (PPO),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,PacifiCare of Colorado Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),19.4000
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Behavioral Health Managed Care,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Dual Complete Managed Care,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Exclusive Provider Organization (EPO),5.9700
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Health Maintenance Organization,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Indemnity Insurance,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Medicaid,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Medicare Advantage,N/A
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Point of Service (POS),5.9700
82465,19.3900,19.4000,3.8800,Lab Test - Total Cholesterol Level,55.4100,Outpatient,United Healthcare Preferred Provider Organization (PPO),7.1000
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Health Maintenance Organization,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Indemnity Insurance,118.7400
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Medicaid,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Point of Service (POS),33.4000
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Anthem BCBS Indemnity Insurance,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Anthem BCBS Medicaid,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Anthem BCBS Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Anthem BCBS Point of Service (POS),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Cigna Exclusive Provider Organization (EPO),95.8100
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Cigna Health Maintenance Organization,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Cigna Indemnity Insurance,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Cigna Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Cigna Point of Service (POS),113.3200
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Cigna Preferred Provider Organization (PPO),82.3100
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Colorado Access Medicaid,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Denver Health Medical Plan Health Maintenance Organization,53.2000
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Denver Health Medical Plan Medicare Advantage,26.0700
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Humana Health Maintenance Organization,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Humana Medicaid,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Humana Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Humana Point of Service (POS),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Humana Preferred Provider Organization (PPO),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,PacifiCare of Colorado Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,111.4200
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,137.1300
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),137.1300
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),90.5800
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Behavioral Health Managed Care,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Dual Complete Managed Care,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Health Maintenance Organization,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Indemnity Insurance,53.8900
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Medicaid,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Medicare Advantage,N/A
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Point of Service (POS),26.5400
82803,59.9900,137.1300,26.0700,Lab Test - Blood Gas Levels,171.4100,Outpatient,United Healthcare Preferred Provider Organization (PPO),96.7700
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Health Maintenance Organization,N/A
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Indemnity Insurance,35.0600
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Medicaid,N/A
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Medicare Advantage,3.9300
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Point of Service (POS),N/A
82947,18.1200,41.4200,3.6800,Lab Test - Glucose Level in Blood,51.7700,Outpatient,Aetna Preferred Provider Organization (PPO),5.9000
